time of insert, time of get, number of rehashed, number of keys
432326,51738,21,10000000
3685181,509918,24,100000000
5,0,4,100
27,5,7,1000
387,48,11,10000
3930,607,14,100000
32711,5127,17,1000000
432559,51069,21,10000000
3696340,510397,24,100000000
5,0,4,100
26,5,7,1000
389,49,11,10000
3782,491,14,100000
33449,4946,17,1000000
431436,51017,21,10000000
3710689,510459,24,100000000
5,0,4,100
26,5,7,1000
384,48,11,10000
3716,639,14,100000
32478,5121,17,1000000
436854,51023,21,10000000
3675159,510511,24,100000000
6,0,4,100
26,5,7,1000
410,49,11,10000
3743,574,14,100000
32887,5006,17,1000000
435208,51094,21,10000000
3692491,510570,24,100000000
5,1,4,100
26,5,7,1000
397,61,11,10000
3828,607,14,100000
34304,5021,17,1000000
435152,51116,21,10000000
3674137,510036,24,100000000
10,0,4,100
28,5,7,1000
390,49,11,10000
3752,606,14,100000
33179,5049,17,1000000
433539,50982,21,10000000
3696198,510380,24,100000000
5,0,4,100
27,5,7,1000
388,49,11,10000
3949,497,14,100000
33014,5106,17,1000000
430765,51047,21,10000000
3808557,513581,24,100000000
6,0,4,100
28,5,7,1000
386,49,11,10000
4007,611,14,100000
36627,5094,17,1000000
430481,51223,21,10000000
3691764,510309,24,100000000
5,0,4,100
26,5,7,1000
415,48,11,10000
3899,611,14,100000
32702,5073,17,1000000
432105,50836,21,10000000
3675838,510511,24,100000000
6,0,4,100
27,6,7,1000
422,49,11,10000
3778,643,14,100000
32553,5111,17,1000000
430518,50454,21,10000000
3691055,510686,24,100000000
5,0,4,100
26,5,7,1000
409,48,11,10000
3797,497,14,100000
32772,5123,17,1000000
431444,52017,21,10000000
3671891,510074,24,100000000
8,0,4,100
26,6,7,1000
437,50,11,10000
3722,491,14,100000
32490,5059,17,1000000
432259,50409,21,10000000
3687250,511151,24,100000000
5,0,4,100
26,5,7,1000
388,61,11,10000
3737,580,14,100000
33882,5083,17,1000000
429725,51069,21,10000000
3698472,510230,24,100000000
5,0,4,100
27,5,7,1000
389,49,11,10000
3884,606,14,100000
33072,5067,17,1000000
431422,51016,21,10000000
3691587,511074,24,100000000
5,0,4,100
35,5,7,1000
401,49,11,10000
3734,583,14,100000
32659,5028,17,1000000
430378,50905,21,10000000
3689181,512960,24,100000000
5,0,4,100
26,5,7,1000
386,48,11,10000
3844,545,14,100000
32970,5031,17,1000000
437119,51038,21,10000000
3717089,512013,24,100000000
4,0,4,100
33,5,7,1000
418,48,11,10000
3730,606,14,100000
42147,5088,17,1000000
428324,51122,21,10000000
3733059,514561,24,100000000
5,0,4,100
26,5,7,1000
406,49,11,10000
3806,613,14,100000
39397,5089,17,1000000
433215,51240,21,10000000
3684231,511589,24,100000000
4,0,4,100
26,5,7,1000
386,48,11,10000
3975,497,14,100000
33258,5099,17,1000000
431781,51053,21,10000000
3666569,513683,24,100000000
6,0,4,100
26,5,7,1000
402,49,11,10000
3678,486,14,100000
34027,5080,17,1000000
432546,50731,21,10000000
3679593,511623,24,100000000
5,0,4,100
27,5,7,1000
381,48,11,10000
3718,494,14,100000
32956,4967,17,1000000
446596,51453,21,10000000
3684171,514988,24,100000000
5,0,4,100
27,5,7,1000
399,49,11,10000
3901,494,14,100000
33759,4973,17,1000000
432757,51088,21,10000000
3669324,512693,24,100000000
5,0,4,100
27,5,7,1000
413,49,11,10000
3913,599,14,100000
32216,5101,17,1000000
437271,52849,21,10000000
3701540,511363,24,100000000
11,0,4,100
27,5,7,1000
400,49,11,10000
3785,587,14,100000
33087,5069,17,1000000
437993,51109,21,10000000
3688257,512110,24,100000000
4,0,4,100
27,5,7,1000
398,49,11,10000
3819,486,14,100000
32353,5065,17,1000000
460269,51185,21,10000000
3702219,511151,24,100000000
6,0,4,100
27,5,7,1000
383,48,11,10000
3603,607,14,100000
32822,5034,17,1000000
435347,51137,21,10000000
3694639,512247,24,100000000
5,0,4,100
26,5,7,1000
406,49,11,10000
3633,609,14,100000
33353,4994,17,1000000
433131,51090,21,10000000
3676810,511382,24,100000000
5,0,4,100
27,5,7,1000
386,49,11,10000
3921,534,14,100000
33204,4959,17,1000000
434842,51188,21,10000000
3695142,512259,24,100000000
4,0,4,100
26,5,7,1000
496,61,11,10000
5305,493,14,100000
33175,4986,17,1000000
434636,51462,21,10000000
3693126,511371,24,100000000
5,0,4,100
26,5,7,1000
384,61,11,10000
3737,607,14,100000
33024,5127,17,1000000
434097,51161,21,10000000
3722266,511397,24,100000000
4,0,4,100
26,5,7,1000
423,49,11,10000
3800,494,14,100000
32823,5036,17,1000000
439045,51175,21,10000000
3685451,511681,24,100000000
11,0,4,100
26,5,7,1000
384,61,11,10000
3852,565,14,100000
32704,5112,17,1000000
432684,51020,21,10000000
3714451,511475,24,100000000
4,0,4,100
27,5,7,1000
385,49,11,10000
3730,611,14,100000
32870,5117,17,1000000
431804,51023,21,10000000
3703620,512018,24,100000000
5,0,4,100
26,5,7,1000
386,49,11,10000
3676,607,14,100000
32652,5132,17,1000000
434551,50809,21,10000000
3684686,511245,24,100000000
5,0,4,100
26,6,7,1000
386,49,11,10000
3758,640,14,100000
41981,5077,17,1000000
432409,51163,21,10000000
3864467,515127,24,100000000
5,0,4,100
26,5,7,1000
386,49,11,10000
3722,604,14,100000
33549,5175,17,1000000
434706,51065,21,10000000
3681801,511194,24,100000000
5,0,4,100
26,5,7,1000
385,61,11,10000
3665,610,14,100000
32161,5015,17,1000000
428892,51023,21,10000000
3699115,510514,24,100000000
11,0,4,100
27,5,7,1000
384,49,11,10000
5271,609,14,100000
33258,4953,17,1000000
446591,51768,21,10000000
3711559,516971,24,100000000
5,0,4,100
27,5,7,1000
425,49,11,10000
3855,607,14,100000
32672,5023,17,1000000
431367,51093,21,10000000
3722381,510735,24,100000000
5,0,4,100
26,5,7,1000
408,49,11,10000
3715,607,14,100000
32248,4918,17,1000000
432898,51065,21,10000000
3678189,512107,24,100000000
6,0,4,100
27,5,7,1000
397,49,11,10000
3726,574,14,100000
35326,5164,17,1000000
436166,51470,21,10000000
3680895,511401,24,100000000
5,0,4,100
26,5,7,1000
453,49,11,10000
5461,496,14,100000
33662,5047,17,1000000
434575,51836,21,10000000
3705821,511387,24,100000000
5,0,4,100
35,5,7,1000
406,48,11,10000
3804,494,14,100000
32664,5105,17,1000000
437079,51011,21,10000000
3681336,511073,24,100000000
5,0,4,100
33,5,7,1000
387,49,11,10000
3906,494,14,100000
33035,5155,17,1000000
430611,51105,21,10000000
3671149,510773,24,100000000
5,0,4,100
26,5,7,1000
382,61,11,10000
3629,592,14,100000
32336,5009,17,1000000
432179,50648,21,10000000
3704388,510542,24,100000000
11,0,4,100
26,6,7,1000
412,48,11,10000
3826,488,14,100000
32953,5120,17,1000000
434410,50980,21,10000000
3683228,511147,24,100000000
4,0,4,100
26,5,7,1000
390,49,11,10000
4164,611,14,100000
33854,5187,17,1000000
439993,51065,21,10000000
3694445,511144,24,100000000
5,0,4,100
26,5,7,1000
383,49,11,10000
3699,611,14,100000
33112,4802,17,1000000
436703,51088,21,10000000
3741517,510602,24,100000000
5,0,4,100
33,5,7,1000
393,48,11,10000
3756,639,14,100000
33553,5019,17,1000000
436279,51519,21,10000000
3707245,512403,24,100000000
8,0,4,100
26,6,7,1000
441,49,11,10000
4039,511,14,100000
33246,5116,17,1000000
435614,51015,21,10000000
3677585,512361,24,100000000
7,2,4,100
33,5,7,1000
428,48,11,10000
3865,497,14,100000
33305,5031,17,1000000
432385,51087,21,10000000
3708315,510764,24,100000000
9,0,4,100
26,5,7,1000
387,49,11,10000
3747,604,14,100000
32831,4971,17,1000000
432911,50679,21,10000000
3684872,513290,24,100000000
5,0,4,100
27,5,7,1000
389,49,11,10000
3756,607,14,100000
32914,5076,17,1000000
434996,51203,21,10000000
3669672,513087,24,100000000
6,0,4,100
26,5,7,1000
490,49,11,10000
3713,593,14,100000
33318,5112,17,1000000
428965,51316,21,10000000
3560406,492395,24,100000000
5,0,4,100
27,4,7,1000
415,49,11,10000
3839,492,14,100000
30129,4903,17,1000000
409189,49271,21,10000000
3487489,493823,24,100000000
6,0,4,100
27,5,7,1000
396,48,11,10000
3818,628,14,100000
33026,5019,17,1000000
436804,50505,21,10000000
3695434,522087,24,100000000
5,0,4,100
26,5,7,1000
385,49,11,10000
3736,607,14,100000
33229,5017,17,1000000
433817,51266,21,10000000
3699403,512202,24,100000000
5,0,4,100
26,5,7,1000
396,49,11,10000
3725,607,14,100000
32833,5211,17,1000000
433198,51206,21,10000000
3822901,522467,24,100000000
5,0,4,100
26,6,7,1000
382,49,11,10000
3548,607,14,100000
33128,5122,17,1000000
432055,51071,21,10000000
3716925,511656,24,100000000
5,0,4,100
27,5,7,1000
390,50,11,10000
3584,612,14,100000
33209,5068,17,1000000
435825,50780,21,10000000
3720002,513067,24,100000000
6,0,4,100
26,5,7,1000
397,62,11,10000
3542,551,14,100000
33419,5030,17,1000000
432441,51084,21,10000000
3712788,513170,24,100000000
10,2,4,100
37,5,7,1000
400,89,11,10000
3588,609,14,100000
152077,5113,17,1000000
434981,51165,21,10000000
3691595,512808,24,100000000
4,0,4,100
34,6,7,1000
428,61,11,10000
3613,607,14,100000
33695,5138,17,1000000
432311,51266,21,10000000
3688761,514248,24,100000000
5,0,4,100
26,6,7,1000
395,49,11,10000
3721,648,14,100000
33597,5161,17,1000000
438092,50979,21,10000000
3705962,513665,24,100000000
5,0,4,100
27,5,7,1000
387,49,11,10000
3582,614,14,100000
38240,5091,17,1000000
433590,51106,21,10000000
3692897,512539,24,100000000
5,0,4,100
34,5,7,1000
421,49,11,10000
3559,607,14,100000
32922,5037,17,1000000
441921,51328,21,10000000
3706464,512380,24,100000000
5,0,4,100
27,5,7,1000
388,49,11,10000
3661,614,14,100000
33512,5032,17,1000000
437606,51172,21,10000000
3691107,511745,24,100000000
4,0,4,100
27,6,7,1000
411,49,11,10000
3580,607,14,100000
32901,5062,17,1000000
432828,51359,21,10000000
3707332,512992,24,100000000
5,0,4,100
27,5,7,1000
473,49,11,10000
3742,538,14,100000
33034,5110,17,1000000
431635,51208,21,10000000
3697579,512197,24,100000000
4,0,4,100
26,5,7,1000
396,80,11,10000
3693,497,14,100000
32886,5148,17,1000000
438796,51193,21,10000000
3686906,512158,24,100000000
5,0,4,100
26,5,7,1000
386,49,11,10000
3574,610,14,100000
33294,5062,17,1000000
432358,51163,21,10000000
3683288,511869,24,100000000
5,0,4,100
27,5,7,1000
388,50,11,10000
3682,656,14,100000
33381,4855,17,1000000
443639,51088,21,10000000
3699625,511631,24,100000000
5,0,4,100
28,5,7,1000
387,49,11,10000
3606,556,14,100000
32989,5145,17,1000000
434157,51044,21,10000000
3701518,511972,24,100000000
4,0,4,100
26,5,7,1000
473,49,11,10000
3477,568,14,100000
32714,5099,17,1000000
434173,52239,21,10000000
3696968,512047,24,100000000
4,0,4,100
35,5,7,1000
386,61,11,10000
3670,496,14,100000
32706,5105,17,1000000
434197,51148,21,10000000
3713818,511725,24,100000000
5,0,4,100
27,5,7,1000
414,49,11,10000
3730,498,14,100000
38522,5106,17,1000000
437890,51170,21,10000000
3698238,512366,24,100000000
4,0,4,100
26,5,7,1000
385,49,11,10000
3527,606,14,100000
180541,5119,17,1000000
453627,51137,21,10000000
3696159,517181,24,100000000
4,0,4,100
26,5,7,1000
429,50,11,10000
3666,497,14,100000
33328,5163,17,1000000
437956,51116,21,10000000
3690645,512276,24,100000000
5,0,4,100
33,5,7,1000
383,49,11,10000
3698,571,14,100000
33915,5045,17,1000000
438239,51126,21,10000000
3697245,511104,24,100000000
5,0,4,100
26,5,7,1000
385,49,11,10000
3664,495,14,100000
33581,5100,17,1000000
428762,51111,21,10000000
3712459,512038,24,100000000
4,0,4,100
26,5,7,1000
422,49,11,10000
3558,557,14,100000
33878,5095,17,1000000
436069,51494,21,10000000
3741289,512478,24,100000000
5,0,4,100
26,5,7,1000
449,49,11,10000
3521,552,14,100000
32489,5122,17,1000000
434691,50881,21,10000000
3712726,511777,24,100000000
10,1,4,100
32,6,7,1000
382,48,11,10000
3705,504,14,100000
33261,5100,17,1000000
432410,51345,21,10000000
3698741,512218,24,100000000
5,0,4,100
26,5,7,1000
388,49,11,10000
3591,607,14,100000
32941,5106,17,1000000
435376,51093,21,10000000
3712327,511892,24,100000000
4,0,4,100
26,5,7,1000
396,49,11,10000
3610,607,14,100000
32704,4981,17,1000000
437950,51185,21,10000000
3724991,511594,24,100000000
5,0,4,100
26,5,7,1000
478,61,11,10000
3673,599,14,100000
33985,5123,17,1000000
430027,52174,21,10000000
3691644,511750,24,100000000
5,0,4,100
26,5,7,1000
379,49,11,10000
3566,608,14,100000
33914,5082,17,1000000
433481,51172,21,10000000
3713603,512800,24,100000000
4,0,4,100
26,6,7,1000
383,61,11,10000
3623,610,14,100000
32313,5077,17,1000000
436066,51039,21,10000000
3695682,511346,24,100000000
4,0,4,100
26,5,7,1000
429,48,11,10000
3527,606,14,100000
33050,5080,17,1000000
432038,51191,21,10000000
3688681,511125,24,100000000
4,0,4,100
26,5,7,1000
385,61,11,10000
3621,576,14,100000
32978,5143,17,1000000
433333,50823,21,10000000
3679677,511211,24,100000000
4,0,4,100
26,5,7,1000
386,49,11,10000
3558,608,14,100000
179556,5098,17,1000000
449061,51544,21,10000000
3713449,514627,24,100000000
5,0,4,100
26,5,7,1000
384,49,11,10000
4848,612,14,100000
33060,5034,17,1000000
433750,51002,21,10000000
3691061,511974,24,100000000
4,0,4,100
27,6,7,1000
384,49,11,10000
3573,611,14,100000
33500,4964,17,1000000
430193,51064,21,10000000
3684500,511198,24,100000000
4,0,4,100
27,5,7,1000
386,49,11,10000
3518,610,14,100000
33506,5115,17,1000000
430346,51082,21,10000000
3707372,511412,24,100000000
10,0,4,100
26,5,7,1000
385,49,11,10000
3618,484,14,100000
32697,4987,17,1000000
431692,51042,21,10000000
3689449,510940,24,100000000
5,0,4,100
29,5,7,1000
411,49,11,10000
3674,494,14,100000
32893,4996,17,1000000
430179,51069,21,10000000
3676330,513689,24,100000000
4,0,4,100
27,6,7,1000
453,50,11,10000
3504,607,14,100000
32625,5141,17,1000000
438213,51116,21,10000000
3709574,512288,24,100000000
5,0,4,100
26,6,7,1000
409,49,11,10000
3700,499,14,100000
32660,5075,17,1000000
432320,50931,21,10000000
3743383,512552,24,100000000
5,0,4,100
26,5,7,1000
386,61,11,10000
3644,588,14,100000
33044,4916,17,1000000
435227,51144,21,10000000
3696208,511583,24,100000000
4,0,4,100
33,5,7,1000
387,61,11,10000
3541,607,14,100000
32361,5140,17,1000000
452267,51542,21,10000000
3711594,512472,24,100000000
5,0,4,100
26,5,7,1000
385,50,11,10000
3749,502,14,100000
33170,5131,17,1000000
433971,51197,21,10000000
3690829,512550,24,100000000
4,0,4,100
26,5,7,1000
384,48,11,10000
3608,610,14,100000
36896,5086,17,1000000
433780,51241,21,10000000
3690120,511214,24,100000000
4,0,4,100
54,5,7,1000
387,49,11,10000
3597,607,14,100000
33550,4987,17,1000000
434262,51287,21,10000000
3733960,512600,24,100000000
5,0,4,100
26,5,7,1000
383,48,11,10000
3545,539,14,100000
33872,4972,17,1000000
434185,51057,21,10000000
3702893,512481,24,100000000
5,0,4,100
28,5,7,1000
398,61,11,10000
3628,613,14,100000
33081,5133,17,1000000
436762,51280,21,10000000
3673730,512765,24,100000000
5,0,4,100
26,5,7,1000
396,49,11,10000
3563,607,14,100000
42924,5093,17,1000000
431920,51540,21,10000000
3688832,512331,24,100000000
8,1,4,100
28,5,7,1000
389,49,11,10000
3674,608,14,100000
33260,5387,17,1000000
441007,50853,21,10000000
3698881,512934,24,100000000
4,0,4,100
35,5,7,1000
405,61,11,10000
3559,610,14,100000
50054,5078,17,1000000
440204,51237,21,10000000
3699216,512245,24,100000000
4,0,4,100
26,5,7,1000
384,61,11,10000
3715,618,14,100000
32625,5223,17,1000000
436569,51198,21,10000000
3731871,511929,24,100000000
4,0,4,100
26,5,7,1000
444,49,11,10000
3671,501,14,100000
40982,5099,17,1000000
432482,51261,21,10000000
3693650,512489,24,100000000
4,0,4,100
26,5,7,1000
387,61,11,10000
3589,488,14,100000
38827,5123,17,1000000
434586,51252,21,10000000
3710234,511359,24,100000000
4,0,4,100
26,5,7,1000
402,49,11,10000
3618,607,14,100000
32925,5059,17,1000000
436648,51180,21,10000000
3702510,512631,24,100000000
5,0,4,100
27,5,7,1000
410,49,11,10000
3628,580,14,100000
33007,4942,17,1000000
433258,51173,21,10000000
3691935,512236,24,100000000
5,0,4,100
26,5,7,1000
392,61,11,10000
3576,621,14,100000
32536,4908,17,1000000
433454,51066,21,10000000
3722760,512342,24,100000000
4,0,4,100
26,6,7,1000
388,49,11,10000
3592,607,14,100000
160074,4998,17,1000000
432279,51196,21,10000000
3719580,512283,24,100000000
5,0,4,100
28,5,7,1000
385,49,11,10000
3572,610,14,100000
33626,5049,17,1000000
433228,52398,21,10000000
3690956,511060,24,100000000
5,0,4,100
26,5,7,1000
416,49,11,10000
3557,607,14,100000
33189,4924,17,1000000
432351,51531,21,10000000
3694888,516473,24,100000000
10,0,4,100
30,5,7,1000
501,61,11,10000
3600,555,14,100000
32357,4988,17,1000000
433536,51043,21,10000000
3698102,510788,24,10000000010,1,4,100
77,13,7,1000
801,137,11,10000
7189,2147,14,100000
62166,14066,17,1000000
1017473,139768,21,10000000
11,2,4,100
68,13,7,1000
800,137,11,10000
6325,1378,14,100000
53621,14094,17,1000000
1044496,140125,21,10000000
10,2,4,100
61,13,7,1000
801,191,11,10000
6135,1391,14,100000
54937,14131,17,1000000
1007456,139509,21,10000000
10,1,4,100
81,21,7,1000
799,149,11,10000
6229,1411,14,100000
56011,14346,17,1000000
1285183,193984,21,10000000
10,2,4,100
99,21,7,1000
799,137,11,10000
6555,2029,14,100000
71006,17654,17,1000000
1391719,215099,21,10000000
11,2,4,100
103,21,7,1000
1263,216,11,10000
9902,2163,14,100000
109431,23156,17,1000000
11,1,4,100
61,13,7,1000
801,151,11,10000
6320,1406,14,100000
57220,14441,17,1000000
1012218,139967,21,10000000
10,1,4,100
101,20,7,1000
799,137,11,10000
6164,1379,14,100000
53880,14088,17,1000000
1113892,142018,21,10000000
8,1,4,100
61,13,7,1000
802,185,11,10000
6118,1418,14,100000
53682,14039,17,1000000
995928,140906,21,10000000
11,2,4,100
75,13,7,1000
829,164,11,10000
6152,1406,14,100000
53729,14072,17,1000000
999899,140110,21,10000000
12,2,4,100
73,13,7,1000
799,147,11,10000
6129,1413,14,100000
54086,13958,17,1000000
995070,139910,21,10000000
8,1,4,100
61,13,7,1000
801,137,11,10000
6119,1385,14,100000
53955,14007,17,1000000
1007105,140016,21,10000000
11,2,4,100
73,13,7,1000
800,147,11,10000
6229,1411,14,100000
54003,14024,17,1000000
997914,140044,21,10000000
12,2,4,100
97,13,7,1000
800,137,11,10000
6125,1420,14,100000
54227,14100,17,1000000
1002421,140643,21,10000000
12,1,4,100
62,13,7,1000
828,137,11,10000
6155,1407,14,100000
57472,13986,17,1000000
998619,143207,21,10000000
12,1,4,100
62,13,7,1000
822,137,11,10000
6161,1407,14,100000
54315,14564,17,1000000
1001408,145462,21,10000000
11,1,4,100
61,13,7,1000
798,137,11,10000
6142,1386,14,100000
53609,13982,17,1000000
995980,140107,21,10000000
12,1,4,100
66,13,7,1000
830,147,11,10000
6116,1468,14,100000
54566,14009,17,1000000
995666,139599,21,10000000
8,1,4,100
77,17,7,1000
800,137,11,10000
6198,1375,14,100000
54254,14282,17,1000000
1001316,140317,21,10000000
8,1,4,100
61,13,7,1000
819,137,11,10000
6175,1389,14,100000
53738,14001,17,1000000
1003532,141107,21,10000000
12,1,4,100
62,13,7,1000
799,147,11,10000
10377,2193,14,100000
54246,14041,17,1000000
995829,139692,21,10000000
12,2,4,100
71,13,7,1000
830,147,11,10000
6277,1399,14,100000
53659,14079,17,1000000
995452,140944,21,10000000
11,2,4,100
70,13,7,1000
830,137,11,10000
6164,1407,14,100000
57099,14527,17,1000000
1009919,144060,21,10000000
11,2,4,100
73,13,7,1000
829,142,11,10000
6128,1428,14,100000
53606,14003,17,1000000
995420,141348,21,10000000
12,2,4,100
71,13,7,1000
830,147,11,10000
6195,1452,14,100000
53561,13994,17,1000000
1002862,139807,21,10000000
9,1,4,100
80,19,7,1000
1068,183,11,10000
6191,1366,14,100000
53531,14033,17,1000000
995397,139676,21,10000000
13,2,4,100
62,13,7,1000
829,137,11,10000
6158,1407,14,100000
53853,15503,17,1000000
