12,3,3,100
128,12,7,1000
96521,361,19,10000
108496,1795,19,100000
183744,41957,19,1000000
1003112,371436,20,10000000
11,1,3,100
142,12,7,1000
100366,344,19,10000
106807,1663,19,100000
186913,42944,19,1000000
976441,370255,20,10000000
14,3,3,100
136,12,7,1000
97652,352,19,10000
106844,1636,19,100000
186900,41638,19,1000000
990317,371440,20,10000000
12,2,3,100
128,12,7,1000
96960,365,19,10000
106356,1698,19,100000
179644,38927,19,1000000
1030115,408462,20,10000000
9,1,3,100
173,17,7,1000
96444,437,19,10000
106311,1772,19,100000
185227,42309,19,1000000
1205055,364650,20,10000000
12,1,3,100
142,11,7,1000
96420,694,19,10000
106099,1963,19,100000
187838,38685,19,1000000
974310,375170,20,10000000
11,2,3,100
138,13,7,1000
95822,363,19,10000
106798,1801,19,100000
181552,42913,19,1000000
985421,397025,20,10000000
13,1,3,100
144,11,7,1000
100354,415,19,10000
105171,1681,19,100000
181834,39038,19,1000000
1015244,365632,20,10000000
11,2,3,100
144,15,7,1000
97167,482,19,10000
106996,1907,19,100000
189056,39323,19,1000000
985619,372878,20,10000000
14,1,3,100
147,12,7,1000
95519,402,19,10000
105401,2367,19,100000
175957,40538,19,1000000
1022207,369806,20,10000000
13,1,3,100
166,23,7,1000
96446,424,19,10000
107268,1711,19,100000
187151,41990,19,1000000
1012956,367114,20,10000000
23,2,4,100
134,12,7,1000
99014,416,19,10000
107118,2121,19,100000
202840,41205,19,1000000
995099,375979,20,10000000
12,1,3,100
145,15,7,1000
96390,406,19,10000
106428,1714,19,100000
182137,37613,19,1000000
1026559,367530,20,10000000
11,1,3,100
133,12,7,1000
97766,321,19,10000
110356,4237,19,100000
182498,41275,19,1000000
989910,359746,20,10000000
19,1,4,100
173,12,7,1000
96571,475,19,10000
106734,1806,19,100000
189232,43177,19,1000000
1013301,367426,20,10000000
16,1,3,100
142,13,7,1000
97114,379,19,10000
105156,1798,19,100000
179825,42074,19,1000000
1007051,361010,20,10000000
12,1,3,100
134,12,7,1000
98310,466,19,10000
107447,1891,19,100000
187251,42710,19,1000000
980793,368587,20,10000000
13,2,3,100
141,13,7,1000
97871,527,19,10000
109399,1935,19,100000
199513,46665,19,1000000
994867,362798,20,10000000
15,2,3,100
143,14,7,1000
97748,387,19,10000
107358,2070,19,100000
182009,42547,19,1000000
994851,366791,20,10000000
13,1,3,100
136,12,7,1000
97461,432,19,10000
108596,1909,19,100000
183221,40889,19,1000000
1024205,367762,20,10000000
11,1,3,100
144,13,7,1000
96414,352,19,10000
106302,1693,19,100000
187192,42384,19,1000000
982934,370061,20,10000000
10,1,3,100
131,12,7,1000
97868,403,19,10000
105300,1794,19,100000
176219,40729,19,1000000
968722,368540,20,10000000
20,2,3,100
151,12,7,1000
56118,324,18,10000
115093,3069,19,100000
196460,44795,19,1000000
996251,382423,20,10000000
13,1,3,100
145,12,7,1000
96639,396,19,10000
105575,2376,19,100000
184795,42111,19,1000000
1021142,384233,20,10000000
12,1,3,100
146,12,7,1000
97290,365,19,10000
107512,1806,19,100000
191792,40803,19,1000000
1029308,386428,20,10000000
17,1,4,100
120,11,7,1000
95782,298,19,10000
107356,2621,19,100000
185792,40101,19,1000000
1013406,374449,20,10000000
18,1,4,100
149,16,7,1000
50347,197,18,10000
108325,1884,19,100000
181698,38779,19,1000000
1031504,378740,20,10000000
12,2,3,100
141,12,7,1000
96775,447,19,10000
107170,2587,19,100000
187579,41478,19,1000000
1000712,382194,20,10000000
13,1,4,100
131,12,7,1000
96903,499,19,10000
107846,5456,19,100000
179223,41883,19,1000000
999624,381727,20,10000000
17,1,4,100
168,12,7,1000
96004,351,19,10000
107024,3216,19,100000
185592,45041,19,1000000
1026780,380016,20,10000000
9,1,3,100
123,13,7,1000
96577,364,19,10000
107872,1724,19,100000
180136,41252,19,1000000
982193,385651,20,10000000
17,1,4,100
110,12,7,1000
96243,370,19,10000
111005,3378,19,100000
181951,39235,19,1000000
1054122,379314,20,10000000
16,1,3,100
129,12,7,1000
98932,354,19,10000
108076,1876,19,100000
180739,41488,19,1000000
1027342,367637,20,10000000
11,1,3,100
139,12,7,1000
98481,413,19,10000
111936,2196,19,100000
187291,39129,19,1000000
978300,375383,20,10000000
12,1,3,100
158,12,7,1000
96789,378,19,10000
107893,1735,19,100000
183522,43845,19,1000000
974751,365133,20,10000000
14,2,3,100
123,11,7,1000
94221,284,19,10000
105643,1804,19,100000
184284,39869,19,1000000
960005,353829,20,10000000
18,5,3,100
127,15,7,1000
103384,345,19,10000
107120,1724,19,100000
184944,42549,19,1000000
970099,348361,20,10000000
13,1,3,100
144,12,7,1000
94489,399,19,10000
105203,1650,19,100000
183681,37805,19,1000000
958033,369214,20,10000000
13,1,3,100
136,12,7,1000
98002,498,19,10000
111497,1743,19,100000
182534,39112,19,1000000
985227,380439,20,10000000
19,4,4,100
118,12,7,1000
97140,384,19,10000
108313,1789,19,100000
189242,38945,19,1000000
1011258,370590,20,10000000
16,3,4,100
139,11,7,1000
93901,449,19,10000
105410,1927,19,100000
178384,38726,19,1000000
975215,360206,20,10000000
12,1,3,100
140,12,7,1000
95149,304,19,10000
109318,1649,19,100000
184074,39295,19,1000000
962868,362500,20,10000000
12,1,3,100
141,12,7,1000
95914,408,19,10000
106473,1955,19,100000
182032,38938,19,1000000
983662,375946,20,10000000
13,1,3,100
143,12,7,1000
95194,372,19,10000
112238,2239,19,100000
183969,39670,19,1000000
988072,356391,20,10000000
18,1,4,100
115,15,7,1000
96129,473,19,10000
105435,1839,19,100000
187867,39180,19,1000000
979751,359791,20,10000000
12,1,3,100
133,12,7,1000
99445,430,19,10000
106928,2528,19,100000
185736,42493,19,1000000
979740,360936,20,10000000
17,1,4,100
134,13,7,1000
96002,432,19,10000
107027,5638,19,100000
180282,39269,19,1000000
975751,356202,20,10000000
14,1,3,100
137,13,7,1000
97215,407,19,10000
107329,1753,19,100000
189874,44570,19,1000000
985934,366906,20,10000000
14,1,3,100
156,12,7,1000
97304,354,19,10000
105151,2204,19,100000
184956,38809,19,1000000
997868,360596,20,10000000
12,1,3,100
139,11,7,1000
94871,357,19,10000
105365,1933,19,100000
189763,36994,19,1000000
980200,412712,20,10000000
18,1,4,100
141,14,7,1000
96625,507,19,10000
107990,1866,19,100000
183346,38096,19,1000000
992533,359862,20,10000000
13,1,3,100
122,14,7,1000
95399,383,19,10000
104327,1828,19,100000
189106,39266,19,1000000
986061,366328,20,10000000
