time of insert, time of get, number of rehashed, number of keys
21807,4194,undefined,100000
194426,33010,undefined,1000000
2139132,338948,undefined,10000000
26319612,3409697,undefined,100000000
23,3,undefined,100
187,28,undefined,1000
1797,346,undefined,10000
22027,2851,undefined,100000
196436,33241,undefined,1000000
2041065,340817,undefined,10000000
26253880,3404428,undefined,100000000
23,3,undefined,100
182,35,undefined,1000
1812,279,undefined,10000
22221,3544,undefined,100000
193934,32476,undefined,1000000
2046402,339131,undefined,10000000
26281824,3405126,undefined,100000000
22,4,undefined,100
186,28,undefined,1000
1768,277,undefined,10000
21223,3023,undefined,100000
194172,32078,undefined,1000000
2061817,337785,undefined,10000000
26318240,3405132,undefined,100000000
22,3,undefined,100
182,28,undefined,1000
1778,332,undefined,10000
21464,2947,undefined,100000
194112,31977,undefined,1000000
2051321,338515,undefined,10000000
26263951,3399302,undefined,100000000
33,4,undefined,100
254,50,undefined,1000
1773,355,undefined,10000
21589,3016,undefined,100000
194084,32655,undefined,1000000
2047890,341656,undefined,10000000
26138961,3397139,undefined,100000000
22,3,undefined,100
183,29,undefined,1000
1864,277,undefined,10000
19392,2910,undefined,100000
199672,32576,undefined,1000000
2052822,338012,undefined,10000000
26157869,3403443,undefined,100000000
22,3,undefined,100
184,35,undefined,1000
1753,354,undefined,10000
19312,2967,undefined,100000
204157,32456,undefined,1000000
2140869,338747,undefined,10000000
25956497,3390815,undefined,100000000
23,3,undefined,100
187,29,undefined,1000
1773,345,undefined,10000
19683,2932,undefined,100000
199876,31918,undefined,1000000
2051865,337853,undefined,10000000
25827084,3396833,undefined,100000000
22,3,undefined,100
181,28,undefined,1000
1785,346,undefined,10000
21658,2950,undefined,100000
200030,33355,undefined,1000000
2044195,339916,undefined,10000000
25706762,3375497,undefined,100000000
23,4,undefined,100
179,28,undefined,1000
1802,281,undefined,10000
21291,2871,undefined,100000
194456,32306,undefined,1000000
2047826,336659,undefined,10000000
25741112,3400872,undefined,100000000
23,4,undefined,100
183,28,undefined,1000
1763,347,undefined,10000
21496,2901,undefined,100000
193788,32789,undefined,1000000
2044396,340962,undefined,10000000
25713971,3406371,undefined,100000000
22,3,undefined,100
186,35,undefined,1000
1797,280,undefined,10000
21391,3059,undefined,100000
194715,33547,undefined,1000000
2046708,340949,undefined,10000000
25669977,3390425,undefined,100000000
23,4,undefined,100
183,28,undefined,1000
1791,339,undefined,10000
19471,3002,undefined,100000
204547,33524,undefined,1000000
2067009,337796,undefined,10000000
25615452,3401689,undefined,100000000
23,3,undefined,100
182,28,undefined,1000
1734,345,undefined,10000
19965,3039,undefined,100000
193864,32305,undefined,1000000
2142215,338108,undefined,10000000
25561424,3387182,undefined,100000000
22,3,undefined,100
183,28,undefined,1000
1777,354,undefined,10000
21999,3533,undefined,100000
203301,33914,undefined,1000000
2044706,338870,undefined,10000000
25573677,3385935,undefined,100000000
23,3,undefined,100
187,29,undefined,1000
1773,332,undefined,10000
21597,2896,undefined,100000
194282,32296,undefined,1000000
2040544,337370,undefined,10000000
25567421,3404932,undefined,100000000
29,7,undefined,100
187,28,undefined,1000
1827,347,undefined,10000
21534,2961,undefined,100000
194261,32083,undefined,1000000
2042312,339648,undefined,10000000
25570026,3392467,undefined,100000000
23,3,undefined,100
186,29,undefined,1000
1879,280,undefined,10000
21187,2972,undefined,100000
196202,32831,undefined,1000000
2044413,340199,undefined,10000000
29725186,3407982,undefined,100000000
23,3,undefined,100
190,29,undefined,1000
1802,351,undefined,10000
21055,3034,undefined,100000
195125,32740,undefined,1000000
2047227,339466,undefined,10000000
29045452,3427464,undefined,100000000
22,4,undefined,100
183,28,undefined,1000
1781,350,undefined,10000
19810,2971,undefined,100000
202749,32915,undefined,1000000
2058046,342355,undefined,10000000
28687187,3425046,undefined,100000000
29,4,undefined,100
188,28,undefined,1000
1751,351,undefined,10000
19417,2968,undefined,100000
194686,33007,undefined,1000000
2050124,341888,undefined,10000000
28455088,3422077,undefined,100000000
29,4,undefined,100
187,29,undefined,1000
1775,344,undefined,10000
19296,2991,undefined,100000
199539,31893,undefined,1000000
2165049,341292,undefined,10000000
28590859,3408152,undefined,100000000
23,3,undefined,100
225,28,undefined,1000
1797,284,undefined,10000
21129,2914,undefined,100000
198478,32908,undefined,1000000
2031901,338765,undefined,10000000
28104243,3401153,undefined,100000000
23,3,undefined,100
186,28,undefined,1000
1778,353,undefined,10000
20606,3531,undefined,100000
202933,32414,undefined,1000000
2051483,337609,undefined,10000000
27960465,3419549,undefined,100000000
24,3,undefined,100
185,28,undefined,1000
1788,346,undefined,10000
21365,2931,undefined,100000
195084,32661,undefined,1000000
2049521,340727,undefined,10000000
28014536,3416121,undefined,100000000
23,3,undefined,100
230,28,undefined,1000
1780,350,undefined,10000
19571,2923,undefined,100000
201096,33064,undefined,1000000
2048541,336457,undefined,10000000
27685659,3408915,undefined,100000000
22,3,undefined,100
183,29,undefined,1000
1799,284,undefined,10000
21631,2853,undefined,100000
195189,32679,undefined,1000000
2051928,341079,undefined,10000000
27597987,3424166,undefined,100000000
23,4,undefined,100
185,28,undefined,1000
1770,349,undefined,10000
19297,2961,undefined,100000
194917,33021,undefined,1000000
2048273,340000,undefined,10000000
27631625,3436839,undefined,100000000
25,3,undefined,100
187,28,undefined,1000
1794,279,undefined,10000
19715,3072,undefined,100000
195415,32906,undefined,1000000
2152925,339703,undefined,10000000
27521147,3412007,undefined,100000000
23,4,undefined,100
186,28,undefined,1000
1772,281,undefined,10000
20206,3012,undefined,100000
210641,34637,undefined,1000000
2055975,341580,undefined,10000000
27049126,3417717,undefined,100000000
22,3,undefined,100
185,29,undefined,1000
1764,347,undefined,10000
21485,2866,undefined,100000
194990,40628,undefined,1000000
2046018,338626,undefined,10000000
27158811,3414916,undefined,100000000
27,3,undefined,100
186,29,undefined,1000
1750,358,undefined,10000
19309,2832,undefined,100000
194672,32656,undefined,1000000
2045671,338920,undefined,10000000
27110213,3408373,undefined,100000000
23,3,undefined,100
185,29,undefined,1000
1765,346,undefined,10000
19420,3036,undefined,100000
202721,32445,undefined,1000000
2044569,339452,undefined,10000000
27077048,3426455,undefined,100000000
24,3,undefined,100
186,28,undefined,1000
1792,348,undefined,10000
21335,2912,undefined,100000
201255,32751,undefined,1000000
2050184,340398,undefined,10000000
27068562,3423109,undefined,100000000
24,3,undefined,100
186,29,undefined,1000
1845,283,undefined,10000
19726,3065,undefined,100000
194462,32499,undefined,1000000
2049461,339992,undefined,10000000
26991625,3417194,undefined,100000000
23,3,undefined,100
187,28,undefined,1000
1804,343,undefined,10000
19406,2920,undefined,100000
195132,31904,undefined,1000000
2143322,338977,undefined,10000000
26865025,3409444,undefined,100000000
23,3,undefined,100
186,30,undefined,1000
1765,353,undefined,10000
19491,2913,undefined,100000
202982,33617,undefined,1000000
2172642,338932,undefined,10000000
26483823,3424620,undefined,100000000
23,3,undefined,100
185,28,undefined,1000
1809,354,undefined,10000
21208,2915,undefined,100000
197775,34083,undefined,1000000
2043635,340751,undefined,10000000
26453719,3394621,undefined,100000000
28,3,undefined,100
184,28,undefined,1000
1809,345,undefined,10000
21350,3015,undefined,100000
194119,32044,undefined,1000000
2045752,341304,undefined,10000000
26590802,3516815,undefined,100000000
34,5,undefined,100
204,39,undefined,1000
1881,369,undefined,10000
21237,3038,undefined,100000
194861,33299,undefined,1000000
2045300,340932,undefined,10000000
26551098,3394716,undefined,100000000
